MT4_OBJECT_SYNC_FORMAT_v6
UTC_REF|1767607200|6875.60000
Label 44235|23|0|0|0.00000|0.00000|8421504|1|0|0|0|0|PH-SpVarSPY||8|0|0|329|2|0
PriceLabel_1970.01.01 00:00_0|21|21600|0|4621.00000|0.00000|32768|1|0|0|0|0|106125||8|0|5|0|0|0
PriceLabel_1970.01.01 00:00_1|21|21600|0|6021.00000|0.00000|32768|1|0|0|0|0|147654||8|0|5|0|0|0
PriceLabel_1970.01.01 00:00_16|21|21600|0|6021.00000|0.00000|32768|1|0|0|0|0|147654||8|0|5|0|0|0
PriceLabel_1970.01.01 00:00_2|21|21600|0|4621.00000|0.00000|32768|1|0|0|0|0|106125||8|0|5|0|0|0
PriceLabel_2025.01.02 00:00_0|21|1735624800|0|5691.00000|0.00000|255|1|0|0|0|0|-17297||8|0|5|0|0|0
PriceLabel_2025.01.02 00:00_1|21|1735624800|0|5841.00000|0.00000|255|1|0|0|0|0|-19875||8|0|5|0|0|0
PriceLabel_2025.01.02 00:00_2|21|1735624800|0|6121.00000|0.00000|32768|1|0|0|0|0|11218||8|0|5|0|0|0
PriceLabel_2025.01.02 00:00_3|21|1735624800|0|6171.00000|0.00000|32768|1|0|0|0|0|6906||8|0|5|0|0|0
PriceLabel_2025.01.03 00:00_0|21|1735797600|0|5171.00000|0.00000|255|1|0|0|0|0|-11264||8|0|5|0|0|0
PriceLabel_2025.01.03 00:00_1|21|1735797600|0|5271.00000|0.00000|255|1|0|0|0|0|-5640||8|0|5|0|0|0
PriceLabel_2025.01.03 00:00_2|21|1735797600|0|5921.00000|0.00000|32768|1|0|0|0|0|11068||8|0|5|0|0|0
PriceLabel_2025.01.06 00:00_0|21|1735884000|0|5603.00000|0.00000|255|1|0|0|0|0|-6917||8|0|5|0|0|0
PriceLabel_2025.01.06 00:00_1|21|1735884000|0|5723.00000|0.00000|255|1|0|0|0|0|-4948||8|0|5|0|0|0
PriceLabel_2025.01.06 00:00_2|21|1735884000|0|5823.00000|0.00000|32768|1|0|0|0|0|6256||8|0|5|0|0|0
PriceLabel_2025.01.06 00:00_3|21|1735884000|0|5873.00000|0.00000|32768|1|0|0|0|0|4190||8|0|5|0|0|0
PriceLabel_2025.01.06 00:00_4|21|1735884000|0|6073.00000|0.00000|255|1|0|0|0|0|-5662||8|0|5|0|0|0
PriceLabel_2025.01.06 00:00_5|21|1735884000|0|6093.00000|0.00000|32768|1|0|0|0|0|4805||8|0|5|0|0|0
PriceLabel_2025.01.06 00:00_6|21|1735884000|0|6123.00000|0.00000|32768|1|0|0|0|0|4789||8|0|5|0|0|0
PriceLabel_2025.01.07 00:00_0|21|1736143200|0|5773.00000|0.00000|255|1|0|0|0|0|-6004||8|0|5|0|0|0
PriceLabel_2025.01.07 00:00_1|21|1736143200|0|5823.00000|0.00000|255|1|0|0|0|0|-5940||8|0|5|0|0|0
PriceLabel_2025.01.07 00:00_2|21|1736143200|0|5873.00000|0.00000|255|1|0|0|0|0|-10012||8|0|5|0|0|0
PriceLabel_2025.01.07 00:00_3|21|1736143200|0|5923.00000|0.00000|255|1|0|0|0|0|-5483||8|0|5|0|0|0
PriceLabel_2025.01.08 00:00_0|21|1736229600|0|3572.00000|0.00000|255|1|0|0|0|0|-4522||8|0|5|0|0|0
